@relation CombinePD-CO

@attribute Total_Left numeric
@attribute Total_Right numeric
@attribute PD-Yes-Control-No {Yes,No}

@data
520.52,44.22,Yes
545.82,30.69,Yes
561.22,17.27,Yes
574.42,7.59,Yes
590.04,3.74,Yes
602.25,0,Yes
613.8,0,Yes
621.94,0,Yes
635.03,0,Yes
640.09,0,Yes
643.94,0,Yes
644.49,0,Yes
646.25,0,Yes
644.93,0,Yes
647.13,0,Yes
636.02,0,Yes
645.15,0,Yes
639.76,0,Yes
637.56,0,Yes
640.64,0,Yes
644.05,0,Yes
640.42,0,Yes
645.26,0,Yes
648.34,0,Yes
653.07,0,Yes
659.67,0,Yes
660.55,0,Yes
664.18,0,Yes
657.58,0,Yes
661.1,0,Yes
667.81,0,Yes
662.53,0,Yes
662.42,0,Yes
667.37,0,Yes
660.88,0,Yes
665.06,0,Yes
664.84,0,Yes
659.56,0,Yes
664.73,0,Yes
662.97,0,Yes
667.04,0,Yes
662.75,0,Yes
665.28,0,Yes
666.27,0,Yes
661.76,0,Yes
653.29,0,Yes
644.49,0,Yes
636.79,6.93,Yes
623.81,27.72,Yes
609.95,48.62,Yes
592.35,81.18,Yes
573.65,134.86,Yes
545.93,198.22,Yes
523.82,249.81,Yes
495.77,284.02,Yes
463.1,317.13,Yes
444.51,345.84,Yes
409.09,371.03,Yes
384.67,412.17,Yes
346.94,443.19,Yes
318.12,458.59,Yes
291.5,469.59,Yes
279.84,475.75,Yes
260.48,478.72,Yes
229.79,485.87,Yes
194.04,485.21,Yes
156.97,496.87,Yes
110.22,503.36,Yes
89.21,512.38,Yes
71.94,520.3,Yes
62.26,537.68,Yes
54.78,550.88,Yes
35.2,565.95,Yes
22,579.59,Yes
8.8,597.19,Yes
0,614.24,Yes
0,626.12,Yes
0,642.51,Yes
0,652.19,Yes
0,664.18,Yes
0,675.51,Yes
0,688.49,Yes
0,699.49,Yes
0,709.61,Yes
0,716.65,Yes
0,712.03,Yes
0,716.43,Yes
0,716.21,Yes
0,716.21,Yes
0,715.88,Yes
0,713.35,Yes
0,708.73,Yes
0,704.33,Yes
0,702.02,Yes
0,696.63,Yes
0,696.85,Yes
0,697.18,Yes
0,702.57,Yes
0,707.52,Yes
0,713.9,Yes
0,724.13,Yes
0,724.46,Yes
0,731.06,Yes
0,734.03,Yes
0,735.24,Yes
0,736.34,Yes
0,739.53,Yes
0,734.03,Yes
0,736.78,Yes
0,738.43,Yes
0,735.9,Yes
0,735.68,Yes
0,739.09,Yes
0,737,Yes
0,738.54,Yes
0,745.58,Yes
0,743.16,Yes
0,747.23,Yes
0,741.4,Yes
0,745.36,Yes
0,743.71,Yes
0,741.51,Yes
0,743.82,Yes
0,733.26,Yes
0,731.39,Yes
0,726.55,Yes
0,726.22,Yes
0,721.71,Yes
0,715.44,Yes
0,713.79,Yes
0,714.56,Yes
7.59,703.56,Yes
15.18,692.23,Yes
27.83,687.61,Yes
45.98,674.3,Yes
85.91,651.86,Yes
137.28,629.97,Yes
175.23,610.94,Yes
211.75,590.48,Yes
238.26,560.12,Yes
252.34,529.65,Yes
268.4,486.97,Yes
286.77,439.78,Yes
307.01,404.91,Yes
323.95,366.74,Yes
330.44,321.64,Yes
340.23,281.6,Yes
346.72,253.99,Yes
359.59,249.15,Yes
374.22,246.29,Yes
382.58,241.01,Yes
399.85,226.05,Yes
411.4,212.85,Yes
429.22,190.96,Yes
453.86,169.84,Yes
465.3,147.29,Yes
479.71,135.85,Yes
491.04,131.45,Yes
500.72,124.3,Yes
510.4,117.48,Yes
524.26,96.91,Yes
540.21,76.12,Yes
551.98,58.3,Yes
558.25,36.52,Yes
565.07,21.12,Yes
572.88,15.29,Yes
587.07,9.57,Yes
601.7,7.59,Yes
610.5,0,Yes
618.86,0,Yes
633.93,0,Yes
644.93,0,Yes
646.47,0,Yes
647.9,0,Yes
647.9,0,Yes
649.55,0,Yes
647.9,0,Yes
646.36,0,Yes
646.36,0,Yes
644.6,0,Yes
648.34,0,Yes
646.58,0,Yes
648.23,0,Yes
652.85,0,Yes
657.03,0,Yes
652.74,0,Yes
658.46,0,Yes
664.62,0,Yes
666.05,0,Yes
665.39,0,Yes
671.44,0,Yes
669.68,0,Yes
672.54,0,Yes
680.13,0,Yes
680.46,0,Yes
687.17,0,Yes
691.13,0,Yes
691.13,0,Yes
692.56,0,Yes
697.29,0,Yes
694.1,0,Yes
692.23,0,Yes
688.71,4.62,Yes
687.83,4.62,Yes
689.59,4.62,Yes
680.02,9.24,Yes
677.05,6.93,Yes
673.75,6.93,Yes
671.99,11.55,Yes
667.7,18.48,Yes
658.13,27.72,Yes
648.23,39.38,Yes
643.61,74.14,Yes
632.83,114.84,Yes
616.77,146.3,Yes
601.81,176.77,Yes
578.16,223.85,Yes
553.96,262.9,Yes
527.45,302.5,Yes
502.81,342.76,Yes
473.66,372.13,Yes
447.15,396.66,Yes
414.59,428.23,Yes
384.12,443.96,Yes
349.58,461.12,Yes
323.29,470.47,Yes
289.3,484.44,Yes
253,491.59,Yes
248.38,501.82,Yes
231.11,508.53,Yes
219.23,520.41,Yes
194.26,531.74,Yes
152.24,540.76,Yes
120.56,555.72,Yes
83.71,570.35,Yes
66.11,585.97,Yes
52.8,605.22,Yes
44,621.61,Yes
30.8,639.32,Yes
17.6,656.81,Yes
0,665.61,Yes
0,675.51,Yes
0,681.23,Yes
0,692.34,Yes
0,689.92,Yes
0,698.06,Yes
0,706.97,Yes
0,706.97,Yes
0,709.28,Yes
0,708.84,Yes
0,713.46,Yes
0,711.15,Yes
0,707.19,Yes
0,710.6,Yes
8.8,707.3,Yes
19.36,707.3,Yes
31.79,703.12,Yes
50.6,699.71,Yes
54.34,696.41,Yes
93.94,702.02,Yes
178.53,687.5,Yes
222.31,674.85,Yes
153.67,649.77,Yes
178.64,634.26,Yes
190.74,620.62,Yes
209.11,603.57,Yes
232.32,584.87,Yes
259.71,571.56,Yes
282.15,555.28,Yes
288.42,534.82,Yes
294.91,521.18,Yes
309.76,501.49,Yes
317.9,488.4,Yes
324.06,470.69,Yes
337.92,456.83,Yes
345.07,449.46,Yes
349.91,440,Yes
354.64,424.82,Yes
357.94,421.3,Yes
366.96,417.12,Yes
368.5,415.03,Yes
371.91,408.98,Yes
375.21,408.98,Yes
376.97,408.98,Yes
383.9,407.11,Yes
382.8,403.81,Yes
385.88,399.08,Yes
387.53,396.55,Yes
389.18,396.55,Yes
390.5,394.35,Yes
396.88,389.51,Yes
390.72,387.2,Yes
402.27,387.2,Yes
402.93,383.24,Yes
402.93,385.66,Yes
402.93,382.8,Yes
410.52,383.57,Yes
408.98,385.88,Yes
412.28,388.19,Yes
410.63,385.88,Yes
410.96,390.72,Yes
412.5,388.3,Yes
412.61,390.61,Yes
417.01,390.61,Yes
411.18,393.8,Yes
414.81,397.43,Yes
413.27,393.58,Yes
414.59,395.45,Yes
414.59,395.45,Yes
414.59,397.76,Yes
414.59,399.41,Yes
416.13,396.88,Yes
417.67,396.88,Yes
417.67,390.28,Yes
419.21,394.46,Yes
419.21,391.05,Yes
417.45,388.74,Yes
415.91,391.16,Yes
414.26,395.23,Yes
408.32,405.35,Yes
405.24,416.46,Yes
394.46,424.93,Yes
386.21,436.59,Yes
380.49,447.04,Yes
375.32,458.04,Yes
361.68,469.48,Yes
356.95,476.41,Yes
348.15,490.6,Yes
343.31,502.26,Yes
335.72,505.78,Yes
335.5,518.65,Yes
327.91,521.51,Yes
321.75,530.31,Yes
317.24,535.7,Yes
313.39,545.16,Yes
305.69,547.25,Yes
304.26,547.25,Yes
297.88,554.4,Yes
294.8,559.13,Yes
292.05,559.13,Yes
290.62,563.31,Yes
286.11,569.69,Yes
278.63,568.15,Yes
281.71,571.01,Yes
277.31,571.01,Yes
277.31,570.9,Yes
278.96,566.72,Yes
277.75,566.72,Yes
280.28,565.29,Yes
285.34,562.1,Yes
294.47,553.08,Yes
297.66,542.85,Yes
309.65,529.43,Yes
321.42,516.89,Yes
334.29,499.4,Yes
346.61,483.67,Yes
366.41,462.88,Yes
382.03,439.45,Yes
399.19,411.62,Yes
419.65,379.39,Yes
434.28,354.42,Yes
451.99,315.15,Yes
477.07,277.31,Yes
490.05,237.27,Yes
510.07,192.61,Yes
523.27,152.35,Yes
539.33,114.95,Yes
552.97,92.84,Yes
560.89,73.81,Yes
569.25,70.62,Yes
582.45,62.81,Yes
593.34,43.67,Yes
597.96,24.64,Yes
605.77,18.92,Yes
612.7,9.57,Yes
615.56,5.72,Yes
615.56,0,Yes
616.88,0,Yes
620.62,0,Yes
620.51,0,Yes
624.47,0,Yes
624.47,0,Yes
626.01,0,Yes
629.64,0,Yes
632.72,0,Yes
632.72,0,Yes
634.37,0,Yes
642.73,0,Yes
639.32,0,Yes
646.69,0,Yes
648.23,0,Yes
648.01,0,Yes
657.8,5.5,Yes
660.22,33.66,Yes
658.46,48.07,Yes
651.64,60.5,Yes
646.91,70.29,Yes
640.31,80.63,Yes
635.36,84.37,Yes
626.56,100.21,Yes
614.79,135.19,Yes
608.19,167.42,Yes
588.72,198.77,Yes
563.53,231,Yes
544.39,269.17,Yes
514.8,300.52,Yes
488.29,327.03,Yes
455.4,353.65,Yes
423.06,382.58,Yes
394.02,402.27,Yes
368.39,426.36,Yes
341.33,444.84,Yes
316.03,465.52,Yes
282.15,485.76,Yes
262.68,495.11,Yes
240.68,509.08,Yes
219.34,520.08,Yes
214.17,528.55,Yes
206.14,534.49,Yes
191.29,541.2,Yes
181.5,546.81,Yes
164.56,559.13,Yes
135.96,561.44,Yes
102.08,566.72,Yes
72.38,575.74,Yes
58.3,588.83,Yes
44,602.8,Yes
39.6,620.73,Yes
35.2,635.25,Yes
26.4,655.6,Yes
13.2,669.79,Yes
0,686.62,Yes
0,693.66,Yes
0,701.47,Yes
0,708.95,Yes
0,713.79,Yes
0,718.08,Yes
0,716.76,Yes
0,714.89,Yes
0,718.08,Yes
0,712.47,Yes
0,716.65,Yes
0,715.77,Yes
0,715.77,Yes
0,710.6,Yes
0,713.9,Yes
0,719.07,Yes
0,717.2,Yes
0,722.48,Yes
0,727.32,Yes
0,732.71,Yes
0,729.96,Yes
0,731.06,Yes
0,730.73,Yes
0,736.23,Yes
0,738.43,Yes
0,737.11,Yes
0,738.43,Yes
0,738.21,Yes
9.24,742.28,Yes
8.69,733.92,Yes
0,741.73,Yes
0,738.76,Yes
12.87,741.62,Yes
12.65,747.89,Yes
15.18,743.16,Yes
12.65,741.18,Yes
12.65,738.87,Yes
10.12,733.04,Yes
10.12,728.53,Yes
10.12,725.12,Yes
12.65,706.2,Yes
15.18,700.15,Yes
21.89,691.46,Yes
41.91,681.67,Yes
82.61,674.96,Yes
133.21,659.56,Yes
159.5,639.43,Yes
205.26,620.4,Yes
225.94,594.11,Yes
238.26,564.85,Yes
264.33,524.48,Yes
288.97,480.48,Yes
316.58,432.19,Yes
342.32,399.08,Yes
362.23,358.6,Yes
382.03,295.46,Yes
409.97,272.58,Yes
430.54,257.18,Yes
446.82,248.27,Yes
462.99,231,Yes
475.31,206.8,Yes
494.56,175.12,Yes
508.53,138.82,Yes
525.91,127.16,Yes
530.75,115.5,Yes
550.77,108.68,Yes
560.45,85.58,Yes
571.12,67.43,Yes
583.33,38.39,Yes
595.98,21.12,Yes
610.06,13.42,Yes
618.64,9.57,Yes
631.29,3.74,Yes
637.67,0,Yes
649.88,0,Yes
659.23,0,Yes
670.12,0,Yes
671.33,0,Yes
683.87,0,Yes
687.28,0,Yes
690.8,0,Yes
691.9,0,Yes
692.67,0,Yes
701.69,0,Yes
699.38,0,Yes
699.05,0,Yes
701.47,0,Yes
702.68,0,Yes
701.36,0,Yes
704.33,0,Yes
705.54,0,Yes
707.85,0,Yes
706.42,0,Yes
709.72,0,Yes
710.27,0,Yes
710.05,0,Yes
711.81,0,Yes
709.28,0,Yes
712.91,0,Yes
709.61,0,Yes
705.32,0,Yes
701.25,0,Yes
706.86,0,Yes
699.38,0,Yes
694.76,4.62,Yes
692.67,6.93,Yes
684.75,6.93,Yes
675.4,9.24,Yes
658.46,11.55,Yes
651.75,16.17,Yes
641.96,25.41,Yes
625.57,39.38,Yes
619.63,66.77,Yes
606.43,126.83,Yes
583.11,191.62,Yes
566.83,245.63,Yes
556.49,304.26,Yes
534.71,353.32,Yes
512.05,383.79,Yes
480.7,415.14,Yes
441.32,437.91,Yes
405.13,461.01,Yes
371.14,471.79,Yes
337.92,481.36,Yes
290.29,485.1,Yes
227.04,491.15,Yes
159.61,496.43,Yes
109.78,507.43,Yes
74.8,512.82,Yes
62.7,533.61,Yes
52.25,550.22,Yes
40.26,568.7,Yes
28.38,586.96,Yes
17.6,604.67,Yes
8.8,623.15,Yes
0,640.2,Yes
0,661.65,Yes
0,678.26,Yes
0,688.27,Yes
0,700.48,Yes
0,718.3,Yes
0,728.42,Yes
0,734.69,Yes
0,747.12,Yes
0,755.37,Yes
0,755.04,Yes
0,758.45,Yes
0,761.09,Yes
0,765.49,Yes
0,763.18,Yes
0,760.76,Yes
0,760.21,Yes
0,756.91,Yes
0,755.15,Yes
0,748.66,Yes
0,747.23,Yes
0,748.88,Yes
0,743.05,Yes
0,741.95,Yes
0,743.71,Yes
0,744.37,Yes
0,739.97,Yes
0,739.86,Yes
0,744.04,Yes
13.2,745.25,Yes
13.2,746.13,Yes
19.58,747.67,Yes
21.34,753.72,Yes
0,754.49,Yes
0,754.05,Yes
0,751.96,Yes
0,756.58,Yes
0,752.29,Yes
0,754.38,Yes
0,754.6,Yes
5.06,750.86,Yes
0,755.26,Yes
0,750.09,Yes
0,745.14,Yes
0,744.15,Yes
0,736.01,Yes
0,727.65,Yes
0,724.57,Yes
5.06,719.4,Yes
10.12,713.46,Yes
15.18,698.72,Yes
25.3,694.65,Yes
38.06,688.38,Yes
66.66,681.89,Yes
120.56,660.55,Yes
158.18,647.02,Yes
179.85,631.95,Yes
198.22,614.9,Yes
212.52,592.46,Yes
224.95,559.57,Yes
246.4,527.23,Yes
257.29,486.86,Yes
272.47,447.37,Yes
286.33,414.15,Yes
293.59,380.82,Yes
300.63,345.18,Yes
316.36,303.93,Yes
335.94,268.07,Yes
347.38,255.2,Yes
368.28,254.54,Yes
381.92,246.62,Yes
394.79,234.19,Yes
407,219.56,Yes
425.7,198,Yes
436.92,179.52,Yes
457.27,152.02,Yes
467.17,140.8,Yes
485.43,131.45,Yes
496.98,126.94,Yes
511.61,108.46,Yes
514.91,97.02,Yes
531.63,73.92,Yes
543.51,53.35,Yes
552.2,35.2,Yes
562.43,17.27,Yes
572.55,11.44,Yes
584.76,5.72,Yes
590.26,0,Yes
602.69,0,Yes
611.27,0,Yes
612.81,0,Yes
612.81,0,Yes
617.76,0,Yes
614.35,0,Yes
614.35,0,Yes
615.89,0,Yes
612.37,0,Yes
612.37,0,Yes
607.97,0,Yes
611.16,0,Yes
611.16,0,Yes
606.76,0,Yes
605.55,0,Yes
609.51,0,Yes
610.06,0,Yes
616.33,0,Yes
622.71,0,Yes
614.79,0,Yes
624.25,0,Yes
618.31,0,Yes
622.71,0,Yes
622.71,0,Yes
620.84,0,Yes
615.89,0,Yes
614.35,0,Yes
615.78,31.79,Yes
610.72,48.95,Yes
608.52,67.1,Yes
605.22,68.42,Yes
595.1,70.51,Yes
593.23,75.68,Yes
584.65,98.23,Yes
577.06,140.03,Yes
557.04,181.83,Yes
532.62,227.15,Yes
520.08,268.07,Yes
481.14,305.58,Yes
459.8,332.09,Yes
430.21,355.52,Yes
403.92,387.86,Yes
370.81,415.69,Yes
341.33,447.81,Yes
310.31,465.41,Yes
290.29,490.82,Yes
263.67,508.75,Yes
238.37,524.26,Yes
217.91,543.18,Yes
197.01,552.2,Yes
187.77,560.67,Yes
177.32,570.9,Yes
165,576.62,Yes
150.59,584.54,Yes
129.36,591.25,Yes
93.28,602.58,Yes
64.57,610.06,Yes
49.5,619.08,Yes
38.72,627.11,Yes
34.32,635.8,Yes
29.92,650.1,Yes
21.12,659.01,Yes
3.52,669.24,Yes
3.52,675.95,Yes
0,686.29,Yes
0,688.71,Yes
0,699.93,Yes
0,705.54,Yes
0,711.26,Yes
0,711.81,Yes
0,714.23,Yes
0,719.84,Yes
0,722.26,Yes
0,718.3,Yes
0,723.91,Yes
0,722.59,Yes
0,715.11,Yes
0,720.94,Yes
0,720.94,Yes
0,727.43,Yes
0,726.44,Yes
0,730.18,Yes
0,731.61,Yes
0,731.61,Yes
0,731.28,Yes
0,732.27,Yes
0,734.25,Yes
0,732.93,Yes
0,725.45,Yes
0,730.84,Yes
0,725.23,Yes
0,725.56,Yes
5.06,725.23,Yes
5.06,725.56,Yes
5.06,723.58,Yes
5.06,723.14,Yes
5.06,718.41,Yes
7.59,711.26,Yes
7.59,706.64,Yes
10.12,699.6,Yes
17.71,690.14,Yes
30.36,678.59,Yes
61.38,665.17,Yes
118.14,641.41,Yes
186.56,616,Yes
232.21,586.08,Yes
271.37,555.06,Yes
293.81,520.96,Yes
321.86,486.64,Yes
342.54,456.94,Yes
363.44,417.12,Yes
380.93,370.15,Yes
399.63,330.44,Yes
407.66,289.63,Yes
415.47,246.73,Yes
421.85,206.47,Yes
428.12,181.06,Yes
434.39,168.63,Yes
437.36,156.64,Yes
446.82,143.99,Yes
451.33,122.43,Yes
457.71,103.4,Yes
470.25,86.35,Yes
476.96,81.29,Yes
488.29,72.27,Yes
496.54,62.92,Yes
506.22,58.74,Yes
512.82,46.09,Yes
521.07,34.54,Yes
534.05,22.99,Yes
543.62,11.44,Yes
560.23,5.72,Yes
573.43,0,Yes
578.6,0,Yes
583.44,0,Yes
592.9,0,Yes
592.79,0,Yes
599.28,0,Yes
605,0,Yes
611.82,0,Yes
613.47,0,Yes
606.87,0,Yes
610.61,0,Yes
607.09,0,Yes
606.1,0,Yes
605.77,0,Yes
607.97,0,Yes
606.21,0,Yes
605.11,0,Yes
611.16,0,Yes
620.62,0,Yes
618.75,0,Yes
623.81,0,Yes
625.13,0,Yes
628.54,0,Yes
630.08,0,Yes
636.79,0,Yes
641.63,0,Yes
643.17,0,Yes
640.31,0,Yes
646.69,0,Yes
649.11,0,Yes
650.76,0,Yes
658.24,0,Yes
653.62,4.62,Yes
662.97,6.93,Yes
660.33,9.24,Yes
663.96,11.55,Yes
661.76,16.17,Yes
660.77,16.17,Yes
663.41,20.79,Yes
654.94,27.72,Yes
657.91,35.64,Yes
647.13,53.35,Yes
639.1,78.21,Yes
626.34,114.95,Yes
610.5,164.78,Yes
588.83,191.4,Yes
565.51,226.16,Yes
543.62,253.66,Yes
521.18,299.31,Yes
490.6,343.09,Yes
461.45,381.81,Yes
420.42,421.08,Yes
395.45,449.46,Yes
357.5,475.97,Yes
319.66,489.83,Yes
293.04,506.44,Yes
278.52,521.95,Yes
244.64,530.53,Yes
212.74,538.34,Yes
167.09,547.14,Yes
112.2,556.71,Yes
75.46,564.63,Yes
70.18,583.88,Yes
58.3,598.62,Yes
43.12,611.27,Yes
29.92,624.25,Yes
13.2,638.44,Yes
3.52,652.63,Yes
0,669.46,Yes
0,681.89,Yes
0,689.7,Yes
0,702.68,Yes
0,707.85,Yes
0,718.85,Yes
0,723.03,Yes
0,730.73,Yes
0,729.41,Yes
0,733.04,Yes
0,738.21,Yes
0,730.84,Yes
0,731.17,Yes
0,731.06,Yes
0,731.61,Yes
0,727.65,Yes
0,726.11,Yes
0,722.04,Yes
0,719.07,Yes
0,718.96,Yes
0,712.8,Yes
0,712.03,Yes
0,716.43,Yes
0,721.71,Yes
0,720.28,Yes
0,718.63,Yes
0,719.4,Yes
0,717.97,Yes
0,716.87,Yes
0,710.49,Yes
0,706.53,Yes
0,704.77,Yes
0,697.73,Yes
0,689.81,Yes
0,687.28,Yes
0,686.07,Yes
0,686.51,Yes
0,684.75,Yes
0,691.57,Yes
0,685.96,Yes
0,689.37,Yes
0,690.91,Yes
0,692.56,Yes
0,691.46,Yes
0,693.22,Yes
0,694.54,Yes
0,694.32,Yes
0,691.68,Yes
0,689.15,Yes
0,694.87,Yes
0,695.86,Yes
0,691.46,Yes
0,689.59,Yes
5.06,687.17,Yes
5.06,680.13,Yes
10.12,673.09,Yes
15.18,667.37,Yes
17.93,663.3,Yes
34.87,660.33,Yes
61.71,654.17,Yes
84.92,646.91,Yes
106.59,641.41,Yes
121.88,624.36,Yes
134.75,614.68,Yes
146.52,596.86,Yes
153.45,583.11,Yes
169.62,561.44,Yes
177.98,541.53,Yes
195.8,516.78,Yes
206.91,485.43,Yes
227.37,462.77,Yes
244.2,429.88,Yes
267.52,408.1,Yes
287.32,386.43,Yes
305.47,357.83,Yes
322.85,334.73,Yes
341.11,320.98,Yes
351.56,307.67,Yes
368.28,298.32,Yes
389.84,278.85,Yes
407.11,262.02,Yes
429.44,232.32,Yes
457.27,209.66,Yes
480.04,182.16,Yes
508.09,159.17,Yes
534.93,136.18,Yes
553.08,113.19,Yes
580.47,92.62,Yes
591.25,64.13,Yes
610.28,40.59,Yes
619.3,21.01,Yes
636.35,15.18,Yes
642.51,9.13,Yes
654.28,9.13,Yes
657.03,9.13,Yes
656.48,9.13,Yes
668.03,4.51,Yes
669.9,4.51,Yes
671.22,0,Yes
679.91,4.51,Yes
678.37,0,Yes
681.67,0,Yes
678.37,0,Yes
680.13,0,Yes
680.13,0,Yes
670.23,0,Yes
671.55,0,Yes
667.04,4.51,Yes
668.58,14.52,Yes
662.97,19.58,Yes
659.78,26.18,Yes
662.53,41.14,Yes
661.76,97.02,Yes
649.55,120.78,Yes
637.45,101.97,Yes
628.1,93.72,Yes
615.45,114.84,Yes
606.98,142.23,Yes
585.09,178.2,Yes
559.68,229.57,Yes
531.85,296.34,Yes
499.73,337.15,Yes
455.73,366.3,Yes
417.12,408.1,Yes
381.81,439.34,Yes
338.25,474.21,Yes
298.21,503.03,Yes
272.14,533.28,Yes
234.96,551.65,Yes
203.39,583.99,Yes
183.04,599.28,Yes
160.71,621.06,Yes
144.54,642.29,Yes
126.61,659.45,Yes
103.18,681.34,Yes
92.29,688.05,Yes
72.05,694.76,Yes
54.78,706.2,Yes
41.58,706.64,Yes
32.78,710.05,Yes
22,713.35,Yes
17.6,713.9,Yes
13.2,717.75,Yes
8.8,723.58,Yes
0,725.78,Yes
0,727.65,Yes
0,735.46,Yes
0,738.21,Yes
0,741.18,Yes
0,743.05,Yes
0,743.6,Yes
0,743.05,Yes
0,743.6,Yes
0,746.46,Yes
0,747.12,Yes
0,752.29,Yes
0,762.74,Yes
0,767.58,Yes
0,771.98,Yes
0,776.82,Yes
0,779.79,Yes
0,785.4,Yes
0,783.53,Yes
8.8,783.2,Yes
8.8,782.32,Yes
8.8,779.02,Yes
13.2,774.73,Yes
13.2,766.59,Yes
8.8,758.34,Yes
0,759.88,Yes
0,756.03,Yes
0,759.88,Yes
0,754.71,Yes
0,755.04,Yes
0,759.22,Yes
5.06,766.7,Yes
7.59,767.58,Yes
7.59,765.93,Yes
7.59,764.94,Yes
7.59,758.89,Yes
7.59,758.45,Yes
10.12,748.22,Yes
10.12,747.78,Yes
12.65,734.91,Yes
15.18,723.03,Yes
22.99,713.9,Yes
35.86,702.9,Yes
61.27,696.19,Yes
111.54,687.83,Yes
162.8,676.94,Yes
197.56,652.74,Yes
233.97,627,Yes
253.11,592.46,Yes
284.57,561.66,Yes
313.94,529.43,Yes
343.2,489.28,Yes
359.92,442.53,Yes
378.4,389.95,Yes
391.93,348.26,Yes
402.27,310.09,Yes
410.85,263.67,Yes
419.65,223.63,Yes
432.41,194.92,Yes
440.11,185.02,Yes
451.33,178.75,Yes
462.33,173.03,Yes
477.51,155.1,Yes
486.86,138.27,Yes
499.84,114.62,Yes
503.14,100.21,Yes
515.9,88.33,Yes
519.42,83.71,Yes
530.86,76.67,Yes
541.64,67.87,Yes
555.83,64.02,Yes
560.89,49.5,Yes
569.14,39.82,Yes
573.65,25.74,Yes
592.57,14.19,Yes
607.2,3.74,Yes
618.09,0,Yes
630.96,0,Yes
640.97,0,Yes
647.24,0,Yes
651.86,0,Yes
664.73,0,Yes
666.27,0,Yes
669.46,0,Yes
667.81,0,Yes
666.05,0,Yes
664.29,0,Yes
660.88,0,Yes
661.21,0,Yes
662.64,0,Yes
659.45,0,Yes
663.63,0,Yes
662.97,0,Yes
667.15,0,Yes
671.66,0,Yes
672.87,0,Yes
674.3,0,Yes
678.26,0,Yes
685.85,0,Yes
687.06,0,Yes
691.35,0,Yes
686.95,0,Yes
688.82,0,Yes
696.3,0,Yes
694.98,0,Yes
690.58,0,Yes
692.12,0,Yes
694.65,0,Yes
687.61,0,Yes
683.54,0,Yes
682.66,0,Yes
685.52,4.62,Yes
677.49,6.93,Yes
675.18,6.93,Yes
669.79,11.55,Yes
669.68,13.86,Yes
668.03,23.1,Yes
663.85,32.45,Yes
651.42,49.72,Yes
648.34,76.78,Yes
635.58,116.82,Yes
621.06,167.09,Yes
604.01,201.85,Yes
588.72,227.15,Yes
558.14,256.19,Yes
544.17,288.31,Yes
519.75,321.75,Yes
497.42,350.46,Yes
471.57,369.82,Yes
439.89,398.42,Yes
409.86,413.6,Yes
377.41,425.15,Yes
344.41,432.3,Yes
323.29,444.07,Yes
297.88,451.55,Yes
270.6,463.32,Yes
263.34,474.54,Yes
255.09,476.41,Yes
248.05,486.2,Yes
226.93,492.25,Yes
208.34,508.2,Yes
184.69,518.21,Yes
149.16,528.11,Yes
114.29,540.76,Yes
94.27,550.77,Yes
77.22,565.4,Yes
68.86,580.14,Yes
57.2,591.91,Yes
48.4,604.01,Yes
30.8,614.02,Yes
17.6,623.59,Yes
8.8,635.58,Yes
0,646.47,Yes
0,656.04,Yes
0,662.86,Yes
0,672.76,Yes
0,678.92,Yes
0,682.22,Yes
0,680.46,Yes
0,680.9,Yes
0,682.44,Yes
0,686.18,Yes
0,684.75,Yes
0,692.78,Yes
0,694.76,Yes
0,700.15,Yes
0,702.02,Yes
0,708.18,Yes
0,705.65,Yes
0,704.88,Yes
0,705.21,Yes
0,703.78,Yes
0,706.64,Yes
0,706.64,Yes
0,708.95,Yes
0,709.94,Yes
0,713.68,Yes
0,719.29,Yes
0,718.52,Yes
0,726.55,Yes
0,731.17,Yes
0,728.64,Yes
0,724.02,Yes
12.87,721.93,Yes
23.65,718.52,Yes
44.44,715.99,Yes
64.24,692.56,Yes
75.68,684.31,Yes
94.16,666.38,Yes
125.73,649.11,Yes
180.4,622.93,Yes
206.91,599.06,Yes
253,571.89,Yes
295.57,536.36,Yes
338.47,499.18,Yes
367.51,463.76,Yes
402.49,431.86,Yes
421.52,391.49,Yes
447.48,357.39,Yes
464.2,315.15,Yes
476.63,275.99,Yes
485.43,225.5,Yes
492.91,189.31,Yes
494.45,158.73,Yes
496.21,154.11,Yes
499.07,146.63,Yes
500.61,131.78,Yes
510.29,111.76,Yes
516.78,86.9,Yes
528.11,72.49,Yes
537.68,67.43,Yes
553.3,60.72,Yes
565.07,49.94,Yes
573.1,44.22,Yes
586.52,36.52,Yes
594.55,26.84,Yes
601.59,15.29,Yes
609.18,5.72,Yes
624.14,0,Yes
630.3,0,Yes
641.63,0,Yes
648.01,0,Yes
653.29,0,Yes
661.1,0,Yes
662.75,0,Yes
662.75,0,Yes
659.89,0,Yes
664.51,0,Yes
661.1,0,Yes
660.66,0,Yes
662.75,0,Yes
660.99,0,Yes
662.42,0,Yes
659.67,0,Yes
662.42,0,Yes
662.75,0,Yes
671.88,0,Yes
677.27,0,Yes
679.91,0,Yes
684.53,0,Yes
690.03,0,Yes
695.97,0,Yes
692.89,0,Yes
696.74,0,Yes
693.55,0,Yes
698.83,0,Yes
692.56,0,Yes
693,0,Yes
691.79,0,Yes
690.03,0,Yes
688.38,0,Yes
682,0,Yes
682,0,Yes
675.95,0,Yes
672.54,0,Yes
664.73,0,Yes
667.26,0,Yes
